0,0
366,281
380,299
388,277
396,293
362,300
372,278
381,306
392,288
367,77
380,83
397,88
361,98
375,102
386,106
378,117
397,109
254,293
260,294
272,298
258,263
270,267
287,273
278,250
280,248
